Player,Team,Games Played,Points,Points / Game,Touchdowns,Passing Touchdowns,Rushing Touchdowns,Receiving Touchdowns,Kicking Points,Field Goals Made,Extra Points Made,Total Kick and Punt Return Touchdowns,Kick Return Touchdowns,Punt Return Touchdowns,Interception Touchdowns,Fumble Recovery Touchdowns,Safeties,Two Point Conversions
"Reed, Brooks",HOU,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Yates, T.J.",ATL,1,0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,0
"Parker, Ron",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Fusco, Brandon",MIN,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Davis, Drew",ATL,6,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Harris, Josh",ATL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Holmes, Lamar",ATL,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Konz, Peter",ATL,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Massaquoi, Jonathan",ATL,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Matthews, Cliff",ATL,7,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Robertson, Travian",SEA,1,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bradham, Nigel",BUF,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Brooks, Ron",BUF,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Easley, Marcus",BUF,10,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Gilmore, Stephon",BUF,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Parnell, Jermey",DAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Smith, Tyron",DAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Tanner, Phillip",SF,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Carter, Quinton",DEN,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Franklin, Orlando",DEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Harris Jr., Chris",DEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Miller, Von",DEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Mohamed, Mike",HOU,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Moore, Rahim",DEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Unrein, Mitch",DEN,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Fairley, Nick",DET,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"House, Davon",GB,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lattimore, Jamari",GB,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Newhouse, Marshall",CIN,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Sherrod, Derek",GB,8,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Smith, D.J.",CAR,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Taylor, Ryan",[],13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Ayers, Akeem",[],11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Campbell, Tommie",JAX,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Casey, Jurrell",TEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Klug, Karl",TEN,16,0,0.0,0,-,-,0,-,-,-,0,0,0,0,0,0,0
"Addison, Mario",CAR,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Edds, A.J.",[],6,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Ijalana, Ben",NYJ,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Reitz, Joe",IND,10,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bailey, Allen",KC,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Brown, Jalil",IND,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Draughn, Shaun",[],10,0,0.0,0,-,0,-,-,-,-,0,0,0,-,-,-,0
"Houston, Justin",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Hudson, Rodney",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Maneri, Steve",NE,1,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Powe, Jerrell",HOU,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ausberry, David",OAK,6,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Barksdale, Joe",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Chekwa, Chimdi",OAK,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Gordon, Richard",[],5,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Jones, Taiwan",OAK,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Moore, Denarius",OAK,10,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Wisniewski, Stefen",OAK,16,0,0.0,0,-,0,-,-,-,-,-,-,-,-,-,-,0
"McQuaide, Jake",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Quinn, Robert",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Pouncey, Mike",MIA,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Wilson, Jimmy",MIA,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Dean, Larry",BUF,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Aiken, Danny",NE,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Cannon, Marcus",NE,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Dowling, Ras-I",OAK,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McDonald, Nick",CLE,8,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Moore, Sterling",DAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Solder, Nate",NE,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Larsen, Ted",ARZ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"McCoy, Gerald",TB,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Watson, Dekoda",[],10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Woods, Al",TEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Riley Jr., Perry",WSH,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Sundberg, Nick",WSH,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Williams, Trent",WSH,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Clausen, Jimmy",CHI,4,0,0.0,0,2,0,-,-,-,-,-,-,-,-,-,-,0
"Hardy, Greg",CAR,1,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McClain, Robert",ATL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Alualu, Tyson",JAX,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Cody, Terrence",BAL,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Cox, Morgan",BAL,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Jones, Arthur",IND,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Pitta, Dennis",BAL,3,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Jackson, Kareem",HOU,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McManis, Sherrick",CHI,12,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Mitchell, Earl",MIA,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Sharpton, Darryl",CHI,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Weeks, Jon",HOU,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Veldheer, Jared",ARZ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Purdum, Tanner",NYJ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Brock, Tramaine",SF,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bosher, Matt",ATL,16,0,0.0,0,-,-,-,0,0,0,-,-,-,-,-,-,0
"Dent, Akeem",HOU,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Walls, Darrin",NYJ,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Brock, Kevin",CIN,14,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Dareus, Marcell",BUF,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Hairston, Chris",BUF,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Rogers, Justin",WSH,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Searcy, Da'Norris",BUF,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Sheppard, Kelvin",MIA,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"White, Chris",NE,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Williams, Aaron",BUF,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Carimi, Gabe",ATL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Clutts, Tyler",DAL,16,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Conte, Chris",CHI,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Paea, Stephen",CHI,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Sanzenbacher, Dane",CIN,10,0,0.0,0,-,0,0,-,-,-,-,-,-,0,0,0,0
"Walters, Anthony",CHI,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Boling, Clint",CIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Dockery, James",CAR,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jacobs, Ben",CAR,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Little, Greg",CIN,6,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Sheard, Jabaal",CLE,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Skrine, Buster",CLE,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Taylor, Phil",CLE,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Yount, Christian",CLE,16,0,0.0,0,-,0,-,-,-,-,-,-,-,-,-,-,0
"Harris, Dwayne",DAL,16,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Jones, Chris",DAL,16,0,0.0,0,-,-,-,0,0,0,-,-,-,-,-,-,0
"Glenn, Cordy",BUF,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Franklin, Jerry",KC,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McClellin, Shea",CHI,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Rodriguez, Evan",TB,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Burfict, Vontaze",CIN,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Iloka, George",CIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lamur, Emmanuel",CIN,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lewis-Harris, Chris",CIN,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Moch, Dontay",TEN,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Robinson, Trevor",SD,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Still, Devon",CIN,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Thompson, Brandon",CIN,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Zeitler, Kevin",CIN,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bademosi, Johnson",CLE,14,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Fort, L.J.",SEA,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Gordon, Josh",CLE,5,0,0.0,0,0,-,0,-,-,-,-,-,-,-,-,-,0
"Hughes, John",CLE,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Johnson, James-Michael",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Kitchen, Ishmaa'ily",CLE,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Schwartz, Mitchell",CLE,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Weeden, Brandon",DAL,5,0,0.0,0,3,0,-,-,-,-,-,-,-,-,-,-,0
"Winn, Billy",CLE,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Claiborne, Morris",DAL,4,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Crawford, Tyrone",DAL,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Dunbar, Lance",DAL,16,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Hanna, James",DAL,16,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Lemon, Orie",TB,10,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Wilber, Kyle",DAL,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Bolden, Omar",DEN,15,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Brewer, Aaron",DEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Ihenacho, Duke",WSH,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jackson, Malik",DEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Johnson, Steven",DEN,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Osweiler, Brock",DEN,4,0,0.0,0,1,0,-,-,-,-,-,-,-,-,-,-,0
"Siliga, Sealver",NE,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Trevathan, Danny",DEN,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Wolfe, Derek",DEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bentley, Bill",DET,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Broyles, Ryan",DET,5,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Lewis, Travis",DET,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Reiff, Riley",DET,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Whitehead, Tahir",DET,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Boykin, Jarrett",GB,13,0,0.0,0,-,-,0,-,-,-,0,0,0,0,0,0,0
"Daniels, Mike",GB,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Manning, Terrell",[],4,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Perry, Nick",GB,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Richardson, Sean",GB,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Brinkley, Beau",TEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Brown, Zach",TEN,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Martin, Mike",TEN,12,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Sensabaugh, Coty",TEN,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Solomon, Scott",[],8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Stingily, Byron",TEN,10,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Thompson, Taylor",TEN,3,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Guy, Lawrence",[],14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Harvey, Mario",IND,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Hughes, Robert",ARZ,16,0,0.0,0,-,0,0,-,-,-,-,-,-,0,0,0,0
"Jones, Dominique",DEN,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Overton, Matt",IND,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Shipley, A.Q.",IND,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Sowell, Bradley",ARZ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Allen, Jeff",KC,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bellamy, Josh",CHI,4,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Hemingway, Junior",KC,14,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Poe, Dontari",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Stephenson, Donald",KC,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Thorpe, Neiko",OAK,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Burnett, Kaelin",TEN,5,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Burris, Miles",OAK,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Crawford, Jack",DAL,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ross, Brandian",[],14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Stewart, Jeremy",DEN,6,0,0.0,0,-,0,-,-,-,-,-,-,-,-,-,-,0
"Barnes, Tim",STL,14,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Brockers, Michael",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Hekker, Johnny",STL,16,0,0.0,0,0,-,-,0,0,0,-,-,-,-,-,-,0
"McLeod, Rodney",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Smith, Shelley",MIA,11,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Freeny, Jonathan",MIA,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Kaddu, Josh",MIN,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Lane, Jorvorskie",TB,9,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Martin, Jonathan",SF,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Presley, De'Andre",CAR,4,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Shelby, Derrick",MIA,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Vernon, Olivier",MIA,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Blanton, Robert",MIN,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Cole, Audie",MIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Kalil, Matt",MIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Robinson, Josh",MIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Dennard, Alfonzo",NE,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Develin, James",NE,16,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Ebner, Nate",NE,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Hightower, Dont'a",NE,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Mallett, Ryan",HOU,3,0,0.0,0,2,0,-,-,-,-,-,-,-,-,-,-,0
"Wilson, Tavon",NE,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Harris, Bryce",NO,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Hicks, Akiem",NO,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"White, Corey",NO,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Austin Jr., Marvin",DEN,15,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Brewer, James",NYG,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Frederick, Terrence",NO,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Hosley, Jayron",NYG,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Allen, Antonio",NYJ,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bush, Josh",[],5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Coples, Quinton",NYJ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Davis, Demario",NYJ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Grimes, Jonathan",HOU,16,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Sapp, Ricky",HOU,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Boykin, Brandon",PHI,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Brown, Bryce",BUF,7,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Curry, Vinny",PHI,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Foles, Nick",PHI,8,0,0.0,0,13,0,-,-,-,-,-,-,-,-,-,-,0
"Kelly, Dennis",PHI,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Kendricks, Mychal",PHI,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Reynolds, Dallas",NYG,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Byrd, LaRon",CLE,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Fleming, Jamell",KC,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Kelemete, Senio",NO,10,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Lindley, Ryan",ARZ,3,0,0.0,0,2,-,-,-,-,-,-,-,-,-,-,-,0
"Lumpkin, Ricky",OAK,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Massie, Bobby",ARZ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Adams, Mike",PIT,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Beachum, Kelvin",PIT,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Butler, Drew",ARZ,15,0,0.0,0,-,-,-,0,0,0,-,-,-,-,-,-,0
"DeCastro, David",PIT,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Johnson, Will",PIT,16,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"McFadden, Marshall",STL,5,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Green, Ladarius",SD,14,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Harris, Mike",MIN,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Ingram, Melvin",SD,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Molk, David",PHI,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Nelson, Kyle",SF,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Reyes, Kendall",SD,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Celek, Garrett",SF,3,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"James, LaMichael",[],3,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Jenkins, A.J.",KC,9,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Jerod-Eddie, Tony",SF,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Johnson, Cam",IND,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Robinson, Trenton",WSH,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Wilhoite, Michael",SF,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Guy, Winston",JAX,4,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Howard, Jaye",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lane, Jeremy",SEA,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Scruggs, Greg",SEA,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Sweezy, J.R.",SEA,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Wagner, Bobby",SEA,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Barron, Mark",[],16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"David, Lavonte",TB,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Goode, Najee",PHI,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Johnson, Leonard",TB,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Lewis, LeQuan",NYJ,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Trufant, Desmond",ATL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Worrilow, Paul",ATL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Goodwin, Marquise",BUF,10,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Robey, Nickell",BUF,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Williams, Duke",BUF,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Boggs, Taylor",CHI,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bostic, Jonathan",CHI,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Frey, Isaiah",[],11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Greene, Khaseem",CHI,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Hurst, Demontre",CHI,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
