Player,Team,Games Played,All Purpose Yards,Yards From Scrimmage,Yards From Scrimmage / Game,Touchdowns,Total Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Yards / Game,Rushing Touchdowns,Receiving Yards,Yards / Reception,Receiving Yards / Game,Receiving Touchdowns
"Stewart, Jeremy",OAK,13,103,8,0.6,2,103,2,1.0,0.2,1,6,3.0,0.5,0
"Meester, Brad",JAX,16,9,9,0.6,0,9,0,-,0.0,0,9,9.0,0.6,0
"Kasa, Nick",OAK,16,9,9,0.6,1,9,-,-,-,-,9,9.0,0.6,1
"Weems, Eric",CHI,16,65,8,0.5,0,65,-,-,-,-,8,8.0,0.5,0
"Palmer, Michael",PIT,16,13,8,0.5,0,13,-,-,-,-,8,8.0,0.5,0
"Clutts, Tyler",[],8,16,4,0.5,0,16,-,-,-,-,4,4.0,0.5,0
"Keo, Shiloh",HOU,16,23,8,0.5,0,23,8,8.0,0.5,0,-,-,-,-
"Osweiler, Brock",DEN,4,2,2,0.5,0,97,2,0.7,0.5,0,-,-,-,-
"Holliday, Trindon",DEN,15,1053,7,0.5,2,1053,7,7.0,0.5,0,-,-,-,-
"Reynaud, Darius",[],9,569,4,0.4,0,569,0,0.0,0.0,0,4,4.0,0.4,0
"Cadet, Travaris",NO,13,244,5,0.4,1,244,-,-,-,-,5,2.5,0.4,1
"Lynch, Corey",[],8,3,3,0.4,0,3,3,3.0,0.4,0,-,-,-,-
"Tate, Brandon",CIN,16,1256,6,0.4,0,1256,-,-,-,-,6,6.0,0.4,0
"Jennings, M.D.",GB,16,6,6,0.4,1,6,6,6.0,0.4,0,-,-,-,-
"McNeill, Mike",STL,14,5,5,0.4,0,5,-,-,-,-,5,5.0,0.4,0
"Jackson, Tarvaris",SEA,3,1,1,0.3,1,152,1,0.3,0.3,1,-,-,-,-
"Stevens, Craig",TEN,15,5,5,0.3,0,5,-,-,-,-,5,2.5,0.3,0
"Royster, Evan",WSH,10,3,3,0.3,0,3,0,0.0,0.0,0,3,3.0,0.3,0
"Reed, David",IND,7,592,2,0.3,0,592,-,-,-,-,2,2.0,0.3,0
"Weddle, Eric",SD,16,4,4,0.3,0,4,4,2.0,0.3,0,-,-,-,-
"Richardson, Sheldon",NYJ,16,4,4,0.3,2,4,4,1.0,0.3,2,-,-,-,-
"Palmer, Carson",ARZ,16,3,3,0.2,0,4277,3,0.1,0.2,0,-,-,-,-
"Martin, Sam",DET,16,3,3,0.2,0,3,3,1.5,0.2,0,-,-,-,-
"Washington, Leon",[],7,579,1,0.1,0,579,1,1.0,0.1,0,0,-,0.0,0
"Penn, Donald",TB,16,1,1,0.1,1,1,-,-,-,-,1,1.0,0.1,1
"Vinatieri, Adam",IND,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mannelly, Patrick",CHI,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Woodson, Charles",OAK,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Akers, David",DET,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Fletcher, London",WSH,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Dawson, Phil",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bailey, Champ",DEN,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Leach, Mike",ARZ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Waters, Brian",DAL,7,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Janikowski, Sebastian",OAK,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Lechler, Shane",HOU,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Abraham, John",ARZ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Lindell, Rian",TB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Feely, Jay",ARZ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Garza, Roberto",CHI,16,0,0,0.0,0,0,0,-,0.0,0,-,-,-,-
"Graham, Shayne",NO,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Moorman, Brian",BUF,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Smith, Justin",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Raiola, Dominic",DET,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Rogers, Shaun",NYG,7,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Pickett, Ryan",GB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Carter, Andre",NE,9,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bannan, Justin",DET,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Colquitt, Dustin",KC,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Johnson, Derrick",KC,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Svitek, Will",NE,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Carr, Chris",NO,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Denney, John",MIA,16,0,0,0.0,0,0,0,-,-,0,-,-,-,-
"Farwell, Heath",SEA,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mosley, C.J.",DET,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mankins, Logan",NE,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Blackburn, Chase",CAR,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Tuck, Justin",NYG,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Webster, Corey",NYG,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Nugent, Mike",CIN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cole, Trent",PHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Herremans, Todd",PHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Patterson, Mike",NYG,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Novak, Nick",SD,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Rolle, Antrel",NYG,16,4,0,0.0,0,4,-,-,-,-,-,-,-,-
"Warren, Greg",PIT,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Baas, David",NYG,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Snyder, Adam",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Sopoaga, Isaac",[],14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Spencer, Chris",TEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Wallace, Seneca",GB,2,0,0,0.0,0,139,-,-,-,-,-,-,-,-
"Patterson, Dimitri",MIA,6,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Rogers, Carlos",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Davis, Thomas",CAR,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hangartner, Geoff",CAR,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mathis, Evan",PHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Barnes, Khalif",OAK,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Connolly, Dan",NE,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Berger, Joe",MIN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Clabo, Tyson",MIA,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Whitner, Donte",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Williams, Kyle",BUF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hester, Devin",CHI,16,1692,0,0.0,1,1692,-,-,-,-,-,-,-,-
"Manning, Danieal",HOU,6,18,0,0.0,0,18,-,-,-,-,-,-,-,-
"Brooks, Ahmad",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Joseph, Johnathan",HOU,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Peko, Domata",CIN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Whitworth, Andrew",CIN,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Anderson, Derek",CAR,4,0,0,0.0,0,0,0,0.0,0.0,0,-,-,-,-
"Jackson, D'Qwell",CLE,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Wimbley, Kamerion",TEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bowen, Stephen",WSH,10,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hatcher, Jason",DAL,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Dumervil, Elvis",BAL,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Kuper, Chris",DEN,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Pears, Erik",BUF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Sims, Ernie",DAL,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Blackmon, Will",JAX,15,2,0,0.0,1,2,-,-,-,-,-,-,-,-
"Cundiff, Billy",CLE,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Gurode, Andre",OAK,10,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Lenon, Paris",DEN,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Freeney, Dwight",SD,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McKinnie, Bryant",[],15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bryant, Matt",ATL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Clark, Ryan",PIT,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Goodwin, Jonathan",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Foote, Larry",PIT,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Harrison, James",CIN,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Keisel, Brett",PIT,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jammer, Quentin",DEN,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Peppers, Julius",CHI,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Witherspoon, Will",STL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Reed, Ed",[],14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Zastudil, Dave",ARZ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Dorenbos, Jon",PHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Briggs, Lance",CHI,9,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Tillman, Charles",CHI,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Crocker, Chris",CIN,12,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Newman, Terence",CIN,13,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Redding, Cory",IND,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Barnett, Nick",WSH,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mathis, Robert",IND,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Asomugha, Nnamdi",SF,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Smith, Wade",HOU,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Williams, Kevin",MIN,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Samuel, Asante",ATL,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Diehl, David",NYG,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Umenyiora, Osi",ATL,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Mikell, Quintin",CAR,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Pace, Calvin",NYJ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Polamalu, Troy",PIT,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Taylor, Ike",PIT,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Florence, Drayton",CAR,14,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Scifres, Mike",SD,16,0,0,0.0,0,0,0,-,-,0,-,-,-,-
"Brown, Josh",NYG,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Gross, Jordan",CAR,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mathis, Rashean",DET,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Franklin, Aubrayo",IND,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Johnson, Jarret",SD,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Suggs, Terrell",BAL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hall, DeAngelo",WSH,16,0,0,0.0,3,0,-,-,-,-,-,-,-,-
"Greer, Jabari",NO,10,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Peters, Jason",PHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cain, Jeremy",CHI,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Geathers, Robert",CIN,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McBriar, Mat",PIT,9,0,0,0.0,0,30,-,-,-,-,-,-,-,-
"Williams, D.J.",CHI,6,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Muhlbach, Don",DET,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bush, Jarrett",GB,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Colledge, Daryn",ARZ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hawk, A.J.",GB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hunter, Jason",OAK,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jolly, Johnny",GB,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Stewart, David",TEN,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Tulloch, Stephen",DET,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bethea, Antoine",IND,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jennings, Tim",CHI,16,0,0,0.0,2,0,-,-,-,-,-,-,-,-
"Johnson, Charlie",MIN,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hali, Tamba",KC,15,0,0,0.0,2,0,-,-,-,-,-,-,-,-
"Pollard, Bernard",TEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Boothe, Kevin",NYG,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Howard, Thomas",ATL,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Huff, Michael",[],10,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McQuistan, Paul",SEA,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Incognito, Richie",MIA,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Evans, Fred",MIN,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Gostkowski, Stephen",NE,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Evans, Jahri",NO,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Harper, Roman",NO,9,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ninkovich, Rob",NE,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Strief, Zach",NO,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Weatherford, Steve",NYG,16,0,0,0.0,0,0,0,0.0,0.0,0,-,-,-,-
"Cofield, Barry",WSH,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Kiwanuka, Mathias",NYG,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Whimper, Guy",PIT,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ferguson, D'Brickashaw",NYJ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mangold, Nick",NYJ,16,0,0,0.0,0,0,0,-,0.0,0,-,-,-,-
"Bunkley, Brodrick",NO,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Gaither, Omar",ATL,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Spurlock, Micheal",[],11,596,0,0.0,0,596,-,-,-,-,-,-,-,-
"Colon, Willie",NYJ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cromartie, Antonio",NYJ,16,164,0,0.0,0,164,-,-,-,-,-,-,-,-
"Dobbins, Tim",HOU,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Gregory, Steve",NE,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Dahl, Harvey",STL,9,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Haralson, Parys",NO,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Lawson, Manny",BUF,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Sims, Rob",DET,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Tapp, Darryl",WSH,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Economos, Andrew",TB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Joseph, Davin",TB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Trueblood, Jeremy",ATL,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Doughty, Reed",WSH,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Golston, Kedric",WSH,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McIntosh, Rocky",DET,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Anderson, James",CHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Marshall, Richard",SD,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Montgomery, Will",WSH,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McCray, Danny",DAL,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Owusu-Ansah, Akwasi",DET,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Sendejo, Andrew",MIN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Young, Sam",[],15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Beadles, Zane",DEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Clark, Chris",DEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Colquitt, Britton",DEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cox, Perrish",[],11,82,0,0.0,0,82,-,-,-,-,-,-,-,-
"Vaughn, Cassius",IND,16,142,0,0.0,0,142,-,-,-,-,-,-,-,-
"Fox, Jason",DET,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Suh, Ndamukong",DET,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Young, Willie",DET,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Burnett, Morgan",GB,13,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Francois, Robert",GB,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Gordy, Josh",IND,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Masthay, Tim",GB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Neal, Mike",GB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Shields, Sam",GB,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Wilson, C.J.",GB,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Zombo, Frank",KC,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Morgan, Derrick",TEN,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Verner, Alterraun",TEN,16,28,0,0.0,1,28,-,-,-,-,-,-,-,-
"Angerer, Pat",IND,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Conner, Kavell",IND,10,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hughes, Jerry",BUF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Linkenbach, Jeff",IND,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mathews, Ricardo",IND,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McClendon, Jacques",JAX,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Arenas, Javier",ARZ,16,493,0,0.0,0,493,-,-,-,-,-,-,-,-
"Asamoah, Jon",KC,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Berry, Eric",KC,15,0,0,0.0,2,0,-,-,-,-,-,-,-,-
"Lewis, Kendrick",KC,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Moeaki, Tony",BUF,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Houston, Lamarr",OAK,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cudjo, Jermelle",STL,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hull, Josh",WSH,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Murphy, Jerome",WSH,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Saffold, Rodger",STL,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Selvie, George",DAL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Sims, Eugene",STL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Stewart, Darian",STL,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Carroll, Nolan",MIA,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jerry, John",MIA,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jones, Reshad",MIA,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Misi, Koa",MIA,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Odrick, Jared",MIA,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Spitler, Austin",MIA,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cook, Chris",MIN,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Griffen, Everson",MIN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Sherels, Marcus",MIN,16,335,0,0.0,1,335,-,-,-,-,-,-,-,-
"Costanzo, Blake",CHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Baker, Sam",ATL,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Biermann, Kroy",ATL,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"DeCoud, Thomas",ATL,15,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Lofton, Curtis",NO,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McKelvin, Leodis",BUF,15,180,0,0.0,0,180,-,-,-,-,-,-,-,-
"Bowman, Zack",CHI,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Steltz, Craig",CHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Williams, Chris",STL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Collins, Anthony",CIN,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cook, Kyle",CIN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Rivers, Keith",NYG,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Roland, Dennis",CIN,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Sims, Pat",OAK,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Rubin, Ahtyba",CLE,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jenkins, Mike",OAK,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Scandrick, Orlando",DAL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Clady, Ryan",DEN,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Kern, Brett",TEN,16,0,0,0.0,0,0,0,0.0,0.0,0,-,-,-,-
"Larsen, Spencer",TB,13,17,0,0.0,0,17,-,-,-,-,-,-,-,-
"Lichtensteiger, Kory",WSH,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Polumbus, Tyler",WSH,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Woodyard, Wesley",DEN,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Avril, Cliff",SEA,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cherilus, Gosder",IND,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cohen, Landon",[],15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Fluellen, Andre",DET,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Giacomini, Breno",SEA,9,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Goode, Brett",GB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Lansanah, Danny",TB,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Sitton, Josh",GB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hawkins, Lavelle",SD,4,176,0,0.0,0,176,-,-,-,-,-,-,-,-
"Hayes, William",STL,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jones, Jason",DET,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Otto, Mike",TEN,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Williams, Cary",PHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Johnson, Antonio",TEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Pollak, Mike",CIN,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Senn, Jordan",CAR,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Wheeler, Philip",MIA,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Albert, Branden",KC,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Carr, Brandon",DAL,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Dorsey, Glenn",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Flowers, Brandon",KC,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Gafford, Thomas",KC,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Gilberry, Wallace",CIN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Richardson, Barry",DET,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Branch, Tyvon",OAK,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Scott, Trevor",TB,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Grant, Larry",CHI,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ventrone, Bubba",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bushrod, Jermon",CHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mitchell, Marvin",MIN,16,6,0,0.0,0,6,-,-,-,-,-,-,-,-
"Young, Usama",OAK,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Dahl, Craig",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"DeOssie, Zak",NYG,16,0,0,0.0,0,0,0,-,0.0,0,-,-,-,-
"Ross, Aaron",NYG,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"DeVito, Mike",KC,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Harris, David",NYJ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Revis, Darrelle",TB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Trusnik, Jason",MIA,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Turner, Rob",TEN,6,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jordan, Akeem",KC,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
